index,play_strats,counter_strats
https://lol.qq.com/data/info-defail.shtml?id=57,"
- 树苗可以投进草丛里，来获取强化效果——但同样不会堆叠。
- 尽量不要从正面上，从侧面或其他角度切入，会让自然之握变得无法躲避或给敌人来一次“惊喜”。
- 茂凯的被动会让他在面对技能的集火时尤为持久——前提是他仍然可以进行普攻。","
- 树苗会追击第一个距离它过近的敌人，但会在几秒后或与其它敌人碰撞后爆炸。要特别当心草丛里的树苗，因为它们会更加危险。
- 茂凯的自我治疗的冷却时间严重依赖于你用技能命中他的次数。注意不要在他身上浪费多余的技能。
- 茂凯在使用扭曲突刺时不会受到伤害，所以不要在这时浪费你的技能。"
https://lol.qq.com/data/info-defail.shtml?id=58,"
- 横冲直撞非常适合骚扰。先释放技能突入，触发后使用直撞返回安全的位置。
- 狂怒状态下暴君狂击可以汲取额外的生命值，你可以借此让敌人错误的低估你。
- 冷却缩减对雷克顿来说是不错的属性，可以迅速获得并使用怒气。","
- 在雷克顿有足够怒气时，要格外小心，因为它通常标志着他准备发起攻击了。
- 通过持续骚扰雷克顿，阻止其进行攻击并获得怒气，能极大降低他的技能效果。"
https://lol.qq.com/data/info-defail.shtml?id=59,"
- 你可以配合使用巨龙撞击和德邦军旗，离开终极技能形成的环形障碍。
- 团战前期攻击各个英雄而不是攻击一个英雄，可以将战争律动的伤害最大化。
- 可以把德邦军旗当作侦察工具。","
- 远离嘉文四世和他的军旗之间的路径，以免被击飞。
- 虽然天崩地裂的环形障碍令人恐惧，但移动技能可以帮助你穿过。"
https://lol.qq.com/data/info-defail.shtml?id=60,"
- 蜘蛛形态在收割残血敌人时非常有效；人类形态的神经毒素能对生命充沛的敌人造成更多伤害。
- 蜘蛛形态下，小蜘蛛将会攻击被伊莉丝施放了剧毒之蜇的目标。
- 伊莉丝的蜘蛛形态和蛛形技能不消耗法力，可以在你想要保存法力时优先施放。","
- 在你的生命值很低时，伊莉丝的蜘蛛形态会更加危险，并且在你生命值很高时，她的人类形态会更有威胁。
- 盘丝将只会使伊莉丝垂直地上下移动，除非她降落到一名敌方单位身上。
- 盘丝的冷却时间很长。在用完这招后，伊莉丝将极易被攻击。"
https://lol.qq.com/data/info-defail.shtml?id=61,"
- 【E指令：防卫】可用于自身，让魔偶更快回到你身边。配合使用【E指令：防卫】和【Q指令：攻击】能对敌人进行快速骚扰。
- 如果魔偶在奥莉安娜手上，那么【W指令：杂音】是很强劲的逃生技能。在加速的同时又能让敌人减速，效果很强大。
- 如果你正确掌控魔偶的位置，【R指令：冲击波】能让你拉近敌人或者远离敌人。","
- 奥莉安娜只能对魔偶所在的区域附近产生影响。利用这点来创造优势。
- 小心正返回奥莉安娜身边的魔偶，可能会有让你意想不到的事情发生。"
https://lol.qq.com/data/info-defail.shtml?id=62,"
- 配合使用腾云突击和真假猴王能够快速攻击敌人并在他们报复之前撤退。
- 尝试在草丛附近使用真假猴王，忽悠敌人。","
- 孙悟空通常会在使用腾云突击后使用真假猴王。保留技能，确保你击打的是孙悟空真身。
- 孙悟空在被敌人包围时会变得更加难杀。尽量先孤立他，从而获得优势。"
https://lol.qq.com/data/info-defail.shtml?id=63,"
- 你可以对敌方英雄附近的小兵使用技能点燃他们，再使用烈火燃烧来溅射到敌方英雄。
- 你可以将布兰德的技能自由组合，连招攻击。
- 烈焰风暴随机在周围敌人间反弹，如果您想对同一目标进行多次反弹，最好对一小撮敌人施放此技能。","
- 布兰德连招前一定要施放一个技能。躲避火焰烙印或烈焰之柱能打乱他的节奏。
- 当你看见布兰德施放烈焰风暴时，远离友军。该技能初始飞行速度较慢，您的团队有一定反应时间。
- 布兰德的被动技能让他特别擅长对付聚在一起的敌人。在对付他时请确保阵形已经分散开。"
https://lol.qq.com/data/info-defail.shtml?id=64,"
- 施放猛龙摆尾前先用天音波，这样李青可以用回音击瞬间接近目标。
-你可以在两次施放技能之间使用普攻，来充分利用【疾风骤雨】的优势——这样可以将伤害输出最大化，并可回复能量。
- 在打野时，先对自己释放金钟罩，再激活铁布衫，是一个非常好用的打野技巧。","
- 团战时猛龙摆尾有很强的输出。尽量分散站位以减少受到的冲击。
- 李青的铁布衫和摧筋断骨能很好地对付物理输出，但是容易受魔法伤害。
- 李青很依赖连招。你可使用限制技能阻止他连招。"
https://lol.qq.com/data/info-defail.shtml?id=67,"
- 闪避突袭有很多用法，但不能穿墙。
- 恶魔审判能将敌人晕在墙边，帮助你造成击杀或者逃脱追击。
- 不要冲在团战的最前面，等待耐打的队友先上。","
- 薇恩很脆弱——注意压制她，使其不得不谨慎作战。
- 不要让薇恩有机会把你击晕到墙边。"
https://lol.qq.com/data/info-defail.shtml?id=68,"
- 尝试让自己待在危险温度从而将技能效果最大化。如果技能使用过于频繁，很容易过热。
- 尝试让敌人待在纵火盛宴的作用范围内，这样可以持续造成更多伤害。
- 如果你即将获胜，可以使用终极技能阻止敌人逃离。","
- 留心兰博的热量条。如果他处于过热状态，那么当他被沉默时，可以趁机击杀他。
- 如果你站在兰博的终极技能范围内，将承受巨额的伤害。当你看见导弹降落时，就赶紧撤离吧。
- 兰博主要输出魔法伤害。出些魔抗来减少他对你的伤害。"
https://lol.qq.com/data/info-defail.shtml?id=69,"
- 对被石化凝视眩晕的野怪和单位施放双生毒牙，可以达到最大伤害效果。
- 在施放瘟毒爆炸时要注意预测敌人的走位，这样才不会放空。","
- 当你已经中了卡西奥佩娅的毒时，要小心她的双生毒牙。
- 当她施放石化凝视时，你要背对她，这样只会被减速而不会被晕眩。"
https://lol.qq.com/data/info-defail.shtml?id=72,"
- 你的普通攻击会减少【Q水晶横扫】的冷却时间，因此可以在两次【Q水晶横扫】之间填充普通攻击，来最大化伤害输出。
- 先占据水晶尖塔，然后再尝试夺取尖塔附近的野区战略点或进行团战，就会让斯卡纳的表现足以亮翻全场。
- 【R晶状毒刺】在改变敌方英雄的位置时非常给力，尽量把目标拉到友军中间，让队友们都能打个爽吧。","
- 当你离斯卡纳较远时，斯卡纳就无法对你造成大量伤害，因此尽可能远离他！
- 只要斯卡纳的【W水晶蝎甲】释放的护盾存在，他的移动速度和就会得到提升。打破他的蝎甲，就能减缓他的移动速度。
- 斯卡纳在水晶尖塔的区域里时会特别致命。如果准备在水晶尖塔附近开战，最好尽量先把水晶尖塔给占据了。"
https://lol.qq.com/data/info-defail.shtml?id=74,"
- 炮塔的布局是战斗中一个决定性因素。对于大多数敌人，扎堆放置炮塔来攻击敌人是最佳方法，但如果敌人有很多群伤技能，那么你的防御塔可能很快就会被摧毁。此外，将炮塔放置在草丛中，可以进行有利于己方的突袭。
- 对于黑默丁格的生存而言，【E电子风暴手雷】的成功命中是非常重要的。减速和晕眩效果都能让敌人乖乖呆在远处被你痛揍，但它也是对付敌方奇袭的第一道防线。","
- 黑默丁格召唤炮塔后，尽快伙同你的队友摧毁炮塔。炮塔聚集在一起后会变得很强力。
- 要当心黑默丁格的终极技能，因为他能用终极技能来化解当前他所遇到的大部分麻烦。一旦他交出终极技能，就可以准备击杀他了！"
https://lol.qq.com/data/info-defail.shtml?id=75,"
- 如果时刻注意用【Q汲魂痛击】来补刀的话，就能在游戏的后期拥有强大的冲击力。
- 如果你1个人单走一路，那么【E灵魂烈焰】会是一个很好的刷兵手段。如果你在一条有2个英雄的兵线上，并且推进太远的话，【E灵魂烈焰】就不那么好用了。在【Q汲魂痛击】的单体补刀与【E灵魂烈焰】范围伤害技能的刷兵之间找到正确的平衡点。
- 如果你防御力低下，人们就会集中攻击你，就算是你在终极技能的持续时间中。即使你要走物攻路线，也要尽量购买一些提高生存能力的装备。","
- 在使用终极技能变形时，内瑟斯要比联盟中的大部分英雄更加强大。除非你有明显优势，否则不要和他交战。
- 最高级的枯萎能有效地反击物理输出型英雄，若你是一个物理输出英雄，最好避免和他单挑。
- 内瑟斯容易被放风筝（远程英雄保持距离让对手不能攻击到自己，但自己能攻击到对手）。尽量不要与满状态的内瑟斯交战。"
https://lol.qq.com/data/info-defail.shtml?id=76,"
- 好好利用草丛！进出草丛可以大大影响你在战斗中的效果。
- 在团战开始时，用你的【Q标枪投掷】压制敌人，然后切换到美洲狮形态去追击被捕猎的目标。
- 【W丛林伏击】的陷阱会根据猎物的当前生命值来造成伤害。把它们放在己方队伍的后排，就可以在对面冲锋时帮助你的队伍对敌方的前排英雄造成伤害。","
- 奈德丽的【捕猎】减益效果只能通过【Q标枪投掷】和【W丛林伏击】来施加。注意躲闪这些技能，就能降低她追加伤害的能力。
- 奈德丽的【Q标枪投掷】的飞行距离越远，造成的伤害就越高。如果她从远处投掷标枪，那么就一定要躲避她的标枪了。
- 奈德丽的【Q推倒】会对被捕猎的目标造成额外伤害，但她需要先近身才能使用这个技能。把你的控制技能或防御技能留到她过来拿人头的时候再用吧。"
https://lol.qq.com/data/info-defail.shtml?id=77,"
- 切换龟灵状态后，护盾吸收的伤害是计算过魔抗和护甲之后的。因此，购买防御道具可以大大地增加你的存活力。
- 乌迪尔是游戏中最好的打野英雄之一。利用这点可以让你的队伍有很大的经验优势，并能很好地控制地图。","
- 乌迪尔通常从野区出现，偷袭兵线上的玩家。在重要位置放置侦查守卫来掌握他的动向。
- 一旦初始的护盾消逝，灵龟姿态在对抗其他英雄时就会很无力。猛烈攻击，迫使他转换姿态，阻止他回复生命。
- 有些乌迪尔玩家购买坦克物品来增强生存能力，你可以转而攻击他相对比较弱的队友。"
https://lol.qq.com/data/info-defail.shtml?id=78,"
- 被动技能【钢铁大使】的圆盾会倾向于落在墙体附近，尽量利用这点来让【E英勇冲锋】发挥作用。
- 可以立刻施放【R持卫的裁决】来击退敌人，你可以在单挑中利用这个特点来赚取优势。","
- 波比可以用她的【W坚定风采】来阻挡敌人的突进。
- 当波比开始旋转她的铁锤时，就说明她在给她的终极技能【R持卫的裁决】蓄力。
- 你可以踩在波比的盾上，来阻止它为她提供护盾。"
https://lol.qq.com/data/info-defail.shtml?id=79,"
- 醉酒狂暴的伤害减免效果在开始引导时就会生效，因此尽量在即将受到伤害时使用它。
- 尽量使用爆破酒桶将敌人击退到你的防御塔下。
- 尽量将肉弹冲击与爆破酒桶联合使用，来为你的队伍制造杀机。","
- 古拉加斯能够用其终极必杀技击退所有人。注意不要被撞向他，或者更糟——被撞向敌方防御塔。
- 肉弹冲击的冷却时间很短，你很难追赶古拉加斯，不要过分追赶。"
https://lol.qq.com/data/info-defail.shtml?id=80,"
-【矢志不退】会在5次技能或普攻后激活——提前做好计划，可使你在战斗中激活一次以上的【矢志不退】。
先用【Q贯星长枪】消耗敌人，然后再跳过去将其处决。
如果一名敌人即将走出你的【E神佑枪阵】的范围，你可以再次施放这个技能来立刻用圣盾进行猛击。","
-潘森的【E神佑枪阵】会让他免疫来自前方的伤害。绕到他背后或者耐心等待吧。
如果你的生命值较低，就要当心潘森的靠近了——投掷版的【Q贯星长枪】会处决生命值较低的敌人。
【R大荒星陨】会在潘森抵达前的几秒作出警告。利用这段时间来跑出范围或制订一个计划来处理他。"
https://lol.qq.com/data/info-defail.shtml?id=81,"
- 使用奥术跃迁来使你的其他技能更容易命中。
- 你可以将伊泽瑞尔作为一个物理系后期或者法系后期来玩，这取决于你如何升级技能和出装备。
- 你可以施放精准弹幕来攻击多波小兵，甚至怪物。","
- 伊泽瑞尔很脆弱，你可以优先攻击他。
- 伊泽瑞尔完全凭借技能攻击，你可以躲在小兵旁边，利用小兵来躲避他的技能。
- 秘术射击可以附带攻击特效，包括召唤师峡谷中绯红印记树怪的增益（燃烧+减速）。"
https://lol.qq.com/data/info-defail.shtml?id=82,"
-你的防守手段就是进攻。保持不停战斗来积攒更厚的【不坏之身】护盾。
用相同技能命中多个英雄，能有助于快速激活【黑暗起兮】。
对低血量的敌人使用【轮回绝境】可以确保击杀并将其属性保持到打完一场团战。","
-莫德凯撒在与英雄作战时会积攒一个强力的伤害光环，所以尽量与他保持距离。
他造成的伤害能够转化为一层厚实的护盾，并且消耗它来治疗生命值。
【轮回绝境】将使你与你的队友们彻底隔开。一旦如此，尽量留着机动技能来逃离莫德凯撒的魔掌。"
https://lol.qq.com/data/info-defail.shtml?id=83,"
- 你不需要施放【唤醒】来重新获得施放【临终仪式】的能力。
- 室女将会协助你进行战斗，所以要明智地选择你的目标。
- 你可以让室女去单带一路，但要慎重，因为她是你战斗力的重要组成部分。","
- 你可以对雾行者和迷雾室女使用惩戒，来造成伤害或直接击杀。
- 尽量削减约里克的仆从数量，然后再跟他交战。只需要一次普攻或一个单体技能就能解决掉一个雾行者。
- 你可以攻击【暗灵缠身】来将墙体打破。"
https://lol.qq.com/data/info-defail.shtml?id=84,"
- 阿卡丽善于击杀脆皮英雄。让你的团队发起先手，然后你从敌人后方发起攻击。
- 【W我流奥义！霞阵】即使在最危险的情境下，都可为她提供保护。利用那段持续时间来积蓄能量值然后发起一记快速袭击。","
- 阿卡丽在被【W我流奥义！霞阵】所遮蔽时，仍然会被范围伤害技能所击中。这么做的话会暂时显形她的位置。
- 阿卡丽的【Q我流奥义！寒影】非常强大，前提是要在最大距离和最大能量时使用。在她能量值较低时与她交战，即可最大化你的胜算。
- 当你的生命值很低而阿卡丽的终极技能尚未交出时，请尽快撤回基地。"
https://lol.qq.com/data/info-defail.shtml?id=85,"
- 你可以叠加3枚【忍法！雷缚印】来晕眩你的对手。
- 【E奥义！雷铠】可以用来切入战场，因为击中敌人所带来的能量回复可以使他稍后使用其他技能。
- 你可以用【Q奥义！千鸟】向对手发起第一段的【忍法！雷缚印】效果，然后再释放【W奥义！电刃】。","
- 当你有【忍法！雷缚印】减益时，在凯南附近要小心。如果你身上的【忍法！雷缚印】到达3层，就会被晕眩。
- 凯南的小身板很脆弱——如果他轻易地交掉了【E奥义！雷铠】，那么就可以对他发起攻势了。"
https://lol.qq.com/data/info-defail.shtml?id=86,"
- 如果盖伦能持续几秒不受到攻击，那么他的生命回复将大大增加。
- 如果【审判】的范围只有一个敌人，那么它就能造成最大伤害值。为了有效率地换血，走位时请尽量确保【审判】的范围内只有一个敌方英雄。
- 盖伦只受到冷却时间的限制，【黑色切割者】等物品对他极其有效。","
- 堆护甲可以有效减少盖伦大量的物理输出。
- 当你的生命值偏低时，尽可能躲避盖伦，因为他的【德玛西亚正义】能够很快地斩杀你。
- 在攻击草丛中的盖伦时要小心，因为你会受到审判技能造成的全额伤害。
- 【审判】只会在攻击单个目标时造成最大伤害。如果无法走出该技能的范围，就穿过友方小兵来降低所受伤害。"
https://lol.qq.com/data/info-defail.shtml?id=89,"
- 带头冲锋，在友军攻击目标前用日光标记目标。
- 破晓之盾和天顶之刃的连招具有强劲的攻击力。
- 日蚀的伤害很大，但你必须在敌人附近才能持续其效果。","
- 当蕾欧娜释放日蚀时，你有3秒的时间躲避其造成的伤害。
- 只有位于日炎耀斑效果范围正中的敌人才会被晕眩，如果你跑得快可以避免被晕。"
https://lol.qq.com/data/info-defail.shtml?id=90,"
- 把【W虚空虫群】留到附近有敌人可供虚灵攻击或击杀时使用。
- 使用【Q虚空召唤】和【R冥府之握】来刷新敌人身上的【E煞星幻象】的持续时间。
- 在对线中避免受伤可以最大化【虚空穿越】的覆盖时长，从而显著提升玛尔扎哈的生存能力。","
- 当玛尔扎哈用技能命中了一个感染了【E煞星幻象】的敌人时，【E煞星幻象】的持续时间会得到刷新。
- 要离那些中了【E煞星幻象】的小兵们远一点，以免它们身上的幻象传递到你身上。
- 积累【W虚空虫群】时的玛尔扎哈是极其危险的。"
https://lol.qq.com/data/info-defail.shtml?id=91,"
- 【E刺客之道】可用来抄敌人的后路，来为【Q诺克萨斯式外交】的近战攻击营造施放条件。
- 暗影突袭是很强的逃生技能，但也可以用来对敌方团队发起攻势。
- 作战前先选好目标，将所有技能都集中在一个目标身上效果甚佳，但是如果将技能分散用于多个目标，则会收效甚微。","
- 泰隆的攻击都是物理伤害。尽早出护甲装备，来对抗他的爆发伤害。
- 泰隆极其依赖暗影突袭来逃离战斗。当暗影突袭处于冷却状态时，将更易于被集火。
- 泰隆有着无与伦比的游走能力。确保能够时刻追踪到他的位置，或是通过进攻性的推线来迫使他呆在线上。"
https://lol.qq.com/data/info-defail.shtml?id=92,"
- 锐雯的折翼之舞会朝着你在施法时的鼠标悬停位置施放。如果你想用这招穿插你的敌人，请确保你的敌人们处在锐雯和你的鼠标悬停位置之间。
- 锐雯血少防低，但作为补偿，她的连招爆发很高。折翼之舞和震魂怒吼可以用来切入战斗，勇往直前可以用来逃跑和反骚扰。","
- 锐雯的机动性非常出色，但单个技能不能使她移动得太远。在技能间隙使用束缚/沉默会极大削减她的影响。
- 锐雯的所有伤害都是物理伤害，如果对面的锐雯已经失控了，那么优先堆护甲。
- 锐雯擅长同时对付多个近战，如果要联手对付她，请在她放完她的整套连招前不要都进入肉搏范围。"
https://lol.qq.com/data/info-defail.shtml?id=96,"
- 克格莫使用【W生化弹幕】时，其射程比大多数英雄都远。
- 在【E虚空淤泥】的帮助下可以施放一个完美的【R活体大炮】。
- 用【来自艾卡西亚的惊喜】来对尽可能多的敌人造成伤害。","
- 克格莫没有好的逃生技能，因此他是一个好的攻击/gank对象。
- 在克格莫死后要远离他！
- 活体大炮的射程随着技能等级增加。
- 克格莫极易用生化秘法弹雾杀死纳什男爵。若克格莫已经购买破败王者之刃，插眼防止其偷杀男爵是很有用的。"
https://lol.qq.com/data/info-defail.shtml?id=98,"
- 密切留意队友们，并且准备好用你的终极技能拯救他们。
- 你的能量是可以持续快速恢复的，所以可以利用这点在与使用法力的英雄们对线时逐渐积累优势。","
- 准备好躲避慎的嘲讽，并在他失误时予以反击。
- 一旦慎到达了6级，就要留意他用全图传送终极技能快速扭转局部战斗的局势。"
https://lol.qq.com/data/info-defail.shtml?id=99,"
- 拉克丝有强大的区域控制技能，使用透光奇点来阻止敌人的前进或逃跑。
- 如果你不能很好的施放曲光屏障, 要切记它达到最大射程后会返回。 试着利用返回的曲光屏障保护友军。
- 透光奇点是很好的侦查工具，在进入草丛前用它来侦查草丛里的埋伏。","
- 拉克丝有多个强大的区域控制技能。试着分散并从不同方向攻击，这样她就无法锁定某个特定区域。
- 当你贫血撤退时，要时刻准备躲避拉克丝的终极闪光。会有一束先于主光束的红色激光，所以看到红光时尽可能地横向躲避。"
https://lol.qq.com/data/info-defail.shtml?id=101,"
-在敌人奔向或逃离你时施放【Q奥能脉冲】，命中率会比在敌人贴住你时高。
-【W毁灭之眼】能让目标减速，有助于【Q奥能脉冲】的命中。
-一旦你用【E冲击法球】命中了一名敌方英雄，就必定可以用【W毁灭之眼】的中心区域来命中敌人。","
- 泽拉斯的施法距离非常惊人，但只要被靠近了拼消耗的话，大部分英雄都可以从他身上占到便宜。
- 泽拉斯启动【R奥术仪式】需要一段很长的时间。留意他的施法动画，然后就愉快地躲技能吧。
- 【女妖面纱】将会使泽拉斯更难用【E冲击法球】对你发动连招。"
https://lol.qq.com/data/info-defail.shtml?id=102,"
- 希瓦娜的攻击能够给她的全部技能带来好处。提供攻击速度的装备对于她而言比其他英雄更有价值。
- 【E烈焰吐息】在混线时非常值得投入点数。
- 【W烈火燎原】是打野的理想选择。野怪会受到完整持续时间的打击，并且该技能的移动速度加成能够增强她的抓人能力。
- 购买一个能够减速的装备非常有用：【冰霜之锤】，【亡者的板甲】或者【冰霜战锤】。","
- 值得注意的是，希瓦娜的威力通过进攻产生，使她在对抗能够与她保持一定距离的敌人时非常吃力。
- 希瓦娜的所有基础技能在魔龙形态下都能攻击多个敌人。因此，在与她作战时不要聚成一团。
- 在怒气槽蓄满时，希瓦娜就能使用终极技能了。在她的怒气很低时对她进行压制会非常有效。"
https://lol.qq.com/data/info-defail.shtml?id=103,"
- 用【魅惑妖术】来启动你的连招，它将会使【欺诈宝珠】和【妖异狐火】更容易命中敌人。
- 在团战中用魅惑妖术先手，并用【灵魄突袭】追击落单的敌人。
- 【灵魄突袭】能够为阿狸的其它技能创造机会，它可以为【魅惑妖术】清出一条路，有助于让【欺诈宝珠】来回命中敌人两次，并且突进到敌人身边可以让【妖异狐火】更易选中目标。","
- 在终极技能【灵魄突袭】进入冷却阶段后，阿狸的生存能力可谓低得令人发指。
- 呆在小兵后面，来让【魅惑妖术】难以命中，能够显著地降低阿狸潜在的爆发伤害。"
https://lol.qq.com/data/info-defail.shtml?id=104,"
- 【W烟幕弹】既可以用来逃命，也可以用来杀人。
- 可以用【E快速拔枪】来接近敌人，然后用【Q大号铅弹】来造成巨额的伤害。","
- 格雷福斯主要造成物理伤害，所以护甲是一个非常有效的反制手段。
- 离开烟幕弹的作用范围，能使烟幕弹作用于你的有害效果立刻消失。"
https://lol.qq.com/data/info-defail.shtml?id=105,"
- 菲兹在移动时能无视单位的碰撞体积，可以跨过小兵直取敌方英雄，并用你的【W海石三叉戟】的被动效果戳他——然后在几秒后开启主动效果继续戳。
- 菲兹的终极技能，【R巨鲨强袭】，能够朝着一名敌人施放，或者朝着敌人即将走过的区域施放。
- 菲兹的技能伤害会受到法术强度的加成——在面对高爆发队伍的威胁时，可以考虑购买【中娅沙漏】或【女妖面纱】——并且如果你有信心不靠生命值加成提供的生存能力的话，可以选择【灭世者的死亡之帽】或【巫妖之祸】。","
- 在菲兹使用他的强化攻击后的几秒里，菲兹的攻击会变得非常致命——在他的三叉戟带着闪光时，离他远一点！
- 在技能全齐的菲兹是个难以捉摸的目标——引诱他提前交出技能然后用控制或者高爆发技能好好教训他！"
https://lol.qq.com/data/info-defail.shtml?id=106,,
https://lol.qq.com/data/info-defail.shtml?id=107,"
- 在团战和遭遇战里，用雷恩加尔的终极技能来找到并刺杀高优先级的敌方英雄。
- 雷恩加尔的大部分威力来自他在恰当时机所使用的强化技能，请明智地作出选择！
- 在追杀对方时，要多穿越草丛，来发挥雷恩加尔被动技能的优势。","
- 在雷恩加尔的资源槽全满时，他的技能会获得一次强化。尽量在他的资源槽较低时与他对抗。
- 雷恩加尔的被动技能能让他从草丛跳出，避免在草丛附近与他作战。
- 在终极技能的伪装期间内，雷恩加尔会找出距离他最近的敌方英雄。"
https://lol.qq.com/data/info-defail.shtml?id=110,"
- 尽早点出枯萎箭袋，有助于压制敌方英雄，以及补刀。
- 在近距离的战斗中，快速地放出穿刺之箭有时会更好一些，而不需要每次都把它蓄满之后再放。
- 试着利用穿刺之箭的超长射程来在开战前获取优势，或者在敌人逃跑时进行狙杀。","
- 如果你被施加了枯萎效果，那么韦鲁斯的技能就会对你造成额外伤害。
- 当韦鲁斯获得击杀或助攻时，他的攻击速度就会暂时得到提高，因而变得更加危险。
- 如果你被韦鲁斯的终极技能“腐败锁链”的一条藤蔓所碰到，那么你就会被禁锢在原地。只要保持距离，不让藤蔓碰到你，就能让它自然死亡。"
https://lol.qq.com/data/info-defail.shtml?id=111,"
- 在抓人的时候，可以用【Q疏通航道】来瞄准附近的地形，接着使用【E暗流涌动】，以获取更高的命中率。
- 【E暗流涌动】生效比较慢——你可以利用这点在逃命的同时给敌人来个下马威。","
- 如果诺提勒斯贴着你放【E暗流涌动】的话，最好先呆在原地一段时间再逃跑。逃得太早的话，会跑到第二阶段的爆炸区域，使你受到额外的伤害以及减速效果。
- 当诺提勒斯套上护盾后，他就可以用普通攻击来输出巨额的范围伤害——如果有时间的话，不妨优先打掉他的护盾。"
https://lol.qq.com/data/info-defail.shtml?id=112,"
- 【E死亡射线】是一个给力的磨血技能，以及强大的区域封锁工具。将它与【W重力场】组合使用，来控制敌人的走位。
- 确保你在正确的时刻选择了正确的技能增强。","
- 要时刻注意维克托与你的距离。离对手越近，维克托的控场能力就越强。
- 要注意维克托升级了哪些技能，你可以通过他手杖的颜色来识别（紫，黄，蓝，红）。"
https://lol.qq.com/data/info-defail.shtml?id=113,"
- 【Q极寒突袭】可用来逃离恶劣处境，打断引导技能或追杀逃亡者。
- 近战友军可以帮你的【E永冻领域】堆叠霜冻层数，要留意他们都在攻击谁。
- 在小型团战时，最好把【R极冰寒狱】留到附近有队友一起创造优势时再施放。","
- 躲掉【Q极寒突袭】和【R极冰寒狱】可以带给你巨大的优势。
- 注意躲掉【W凛冬之怒】的第二次挥击，因为这次挥击会造成爆发性的伤害。
- 近战敌人也可以为瑟庄妮堆叠霜冻效果，要小心地与它们周旋。"
https://lol.qq.com/data/info-defail.shtml?id=114,"
- 在【决斗之舞】的帮助下，菲奥娜特别擅长进行快速换血。攻击破绽后的移动速度加成，既能用来毫发无伤地逃离，又能用来发起下次攻击。
- 菲奥娜的【无双挑战】非常有用，甚至能帮她解决那些最为坚挺的对手，并在成功后提供恢复效果，所以，不要在攻击敌人的前排英雄时犹豫不决。","
- 【决斗之舞】会显示出菲奥娜将要尝试对你进行攻击的地方，所以准备好在她尝试时教训她。
- 在对菲奥娜施放禁锢类技能时要特别小心。如果她的【劳伦特心眼刀】还在可用状态，那么她就能将这类技能的效果反过来对付你。"
https://lol.qq.com/data/info-defail.shtml?id=115,"
- 即使远离团战发生地，你也可以在远处用【R科学的地狱火炮】来帮助队友。
- 用【E海克斯爆破雷区】来减速你的敌人，会使你的其它技能更易命中。
- 用【W定点爆破】来穿墙，可以在追杀或逃命时如虎添翼。","
- 别踩到吉格斯的地雷上！它们会使你减速，并且会让吉格斯的其它技能更易命中你。
- 吉格斯的很多技能冷却时间都很长。可以在他刚用过技能时发起攻击。
- 吉格斯的终极技能，科学的地狱火炮，会在爆炸的中心区域造成更多伤害。"
https://lol.qq.com/data/info-defail.shtml?id=117,"
-【闪耀长枪】可以从古怪的角度发射出去，而这取决于你的指针位置——让你的指针靠近皮克斯和璐璐，会使它的作用范围发生极大改变。
- 可以将【奇思妙想】用在法师身上，以获取法强加成，将【帮忙，皮克斯！】用在射手身上，以使皮克斯的飞弹扔得更频繁，将【狂野生长】用在坦克或战士身上，以强化先手能力。","
- 璐璐的仙灵所发出的飞弹可以被拦截——躲在你的小兵后面，来躲避仙灵额外的攻击。
- 璐璐特别擅长抓对手的失误。不要给她任何机会！要不断地压制，并将她和她的搭档一起赶出经验区。"
https://lol.qq.com/data/info-defail.shtml?id=119,"
- 如果德莱文呆在原地不动，旋转飞斧将会掉落在他所在的位置附近。也许会直接落到他身上，也许会在左边或右边。
- 如果德莱文在攻击之后移动，旋转飞斧会朝着他移动的方向进行移动。利用这点来控制旋转飞斧的轨迹。","
- 朝着德莱文旋转飞斧即将着陆的位置施放技巧射击。
- 干扰德莱文，让他丢掉他的斧头。如果你做到了，那么他的战斗力会显著降低。"
https://lol.qq.com/data/info-defail.shtml?id=120,"
- 【W恐惧之灵】会在周围敌人受到伤害时恢复赫卡里姆的生命值，即使这些伤害是赫卡里姆的队友造成的。在大型团战中施放这个技能，可以最大化地提升赫卡里姆的生存能力。
- 【E毁灭冲锋】会根据移动的距离来输出更多的伤害。试着使用【R暗影冲击】或者诸如【幽灵疾步】或【闪现】等召唤师技能来最大化此技能的伤害。","
- 赫卡里姆可以凭借着恐惧之灵从附近敌人身上吸取生命值，但是不太抗揍，把爆发技能扔给他吧！
- 赫卡里姆的终极技能可以让敌人惊慌失措地逃命。在团战时尽量分散，以削弱他的战斗力。"
https://lol.qq.com/data/info-defail.shtml?id=121,"
- 在身旁一段距离内没有任何友军的敌人可以被视为孤立无援。【Q品尝恐惧】会显著提升对这些目标的伤害。
- 【无形恐惧】会在卡兹克不被敌方队伍看见时激活。可以利用草丛或者【R虚空来袭】重复激活它。别忘了用普通攻击来给敌方英雄施加【无形恐惧】的效果。
- 卡兹克在选择作战地点和作战时机方面有着极大的自由。谨慎地参加团战，从而获取胜利。","
- 【Q品尝恐惧】会对孤立无援的目标造成额外伤害。在友军小兵，英雄或防御塔附近战斗，以获取优势。
- 【E跃击】和【R虚空来袭】的冷却时间很长。在它们尚未冷却完毕时，卡兹克的逃生能力会大减。"
